Winter,Date,Canton,Community,Starting zone,url,Elevation (m),Aspect,Activity,"Victims (caught, buried)",Danger- level
2001/02,28-Feb-02,VS,Martisberg,Deischbach - Volli / Bettmeralp,http://map.geo.admin.ch/?Y=649990&X=138880&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2070,E,2,"1 (1, 1)",3
2001/02,25-Feb-02,VS,Evolène,Mt. Dolin,http://map.geo.admin.ch/?Y=602150&X=97240&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2480,SE,2,"1 (2, 1)",3
2001/02,24-Feb-02,VS,Bagnes,Le Seudzay / Tête de la Payanne,http://map.geo.admin.ch/?Y=581530&X=98960&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2200,N,2,"1 (1, 1)",3
2001/02,13-Feb-02,BE,Lauterbrunnen,Schilthorn / Birg,http://map.geo.admin.ch/?Y=632420&X=156760&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2450,E,2,"1 (1, 1)",2
2001/02,2-Feb-02,GR,Tschiertschen,Farurtal / Parpaner Schwarzhorn,http://map.geo.admin.ch/?Y=764500&X=182530&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2500,NW,2,"1 (1, 1)",2
2001/02,30-Jan-02,UR,Gurtnellen,Fellital - Schattig-Wichel / Fuorcla da Giuv,http://map.geo.admin.ch/?Y=695470&X=172410&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2910,NNW,1,"1 (1, 1)",2
2001/02,13-Jan-02,GR,Davos,Amtmanntobel Totalp,http://map.geo.admin.ch/?Y=782410&X=190070&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2240,E,2,"1 (1, 1)",2
2001/02,13-Jan-02,BE,Reichenbach,Vordere Bütlasse / Kiental,http://map.geo.admin.ch/?Y=629110&X=152420&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2975,WNW,1,"2 (3, 1)",1
2001/02,3-Jan-02,GR,Klosters Serneus,Parsenn / Casanna / Rude Dudehang,http://map.geo.admin.ch/?Y=781200&X=192100&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2400,W,2,"1 (1, 1)",3
2001/02,2-Jan-02,BE,Diemtigen,Galmschibe / Oberes Chirgeli / Diemtigtal,http://map.geo.admin.ch/?Y=606860&X=155025&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2360,NNW,1,"1 (1, 1)",3
2001/02,31-Dec-01,VS,Nendaz,Col de Chassoure / Mont Gelé / Tortin,http://map.geo.admin.ch/?Y=588100&X=105750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2700,NNE,2,"1 (4, 1)",3
2001/02,28-Dec-01,SG,Flums,Zieger / Flumserberg,http://map.geo.admin.ch/?Y=737590&X=214575&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2060,SSE,2,"1 (1, 1)",3
2000/01,23-Jun-01,BE,Grindelwald,Mittellegihütte,http://map.geo.admin.ch/?Y=644670&X=159240&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3340,SSE,1,"2 (2, 1)",
2000/01,24-May-01,BE,Lauterbrunnen,Guggihütte / Mönch,http://map.geo.admin.ch/?Y=641150&X=157050&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2740,NW,1,"1 (2, 1)",
2000/01,19-May-01,GR,Pontresina,Piz Palü,http://map.geo.admin.ch/?Y=794140&X=139530&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3800,N,1,"2 (2, 1)",
2000/01,29-Mar-01,GR,Medel Lucmagn,Piz Valdraus / Glatscher da Lavaz,http://map.geo.admin.ch/?Y=714960&X=165200&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2540,NNW,1,"1 (4, 3)",2
2000/01,13-Mar-01,VS,Simplon,Hübschhorn,http://map.geo.admin.ch/?Y=646720&X=120110&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2500,SW,1,"1 (1, 1)",3
2000/01,5-Mar-01,GR,Splügen,Surettalückli,http://map.geo.admin.ch/?Y=747380&X=154290&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2660,N,1,"1 (3, 2)",3
2000/01,27-Feb-01,GR,Arosa,Erzböden / Erzhorn / Parpaner Rothorn,http://map.geo.admin.ch/?Y=767380&X=179800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2380,N,2,"1 (2, 1)",3
2000/01,27-Feb-01,NW,Emmetten,Schwalmis,http://map.geo.admin.ch/?Y=680450&X=196930&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2140,N,1,"1 (2, 2)",3
2000/01,24-Feb-01,SZ,Oberiberg,Hoch Ybrig / Laucherenstöckli / Mördergruebli,http://map.geo.admin.ch/?Y=700715&X=207810&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1660,N,2,"1 (2, 1)",4
2000/01,23-Feb-01,VS,Mühlebach,Ernergalen / Lowigraben,http://map.geo.admin.ch/?Y=657630&X=139535&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2220,NNW,2,"1 (2, 0)",3
2000/01,22-Feb-01,GR,Fuldera,Salinas / Alp Sadra,http://map.geo.admin.ch/?Y=822680&X=165090&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2300,NE,1,"2 (7, 3)",2
2000/01,11-Feb-01,TI,Bedretto,Alpe Nuova / Pizzo Rotondo,http://map.geo.admin.ch/?Y=679225&X=151115&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2540,SSE,1,"3 (3, 3)",2
2000/01,6-Feb-01,VS,Trient,Tête de Balme,http://map.geo.admin.ch/?Y=563230&X=98215&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2180,N,2,"3 (5, 4)",3
2000/01,4-Feb-01,GR,Samnaun,Clis da Ravaisch,http://map.geo.admin.ch/?Y=822530&X=204160&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2060,SSE,3,"1 (1, 1)",3
2000/01,4-Feb-01,SZ,Oberiberg,Forstberg,http://map.geo.admin.ch/?Y=705430&X=206700&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1980,N,1,"1 (1, 1)",4
2000/01,4-Feb-01,VS,Leukerbad,Rindersattel / Rinderhorn,http://map.geo.admin.ch/?Y=615930&X=141350&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2800,SW,1,"1 (2, 2)",3
2000/01,3-Feb-01,VS,Ayer,Eisfälle Plat de la Lé / Zinal,http://map.geo.admin.ch/?Y=613920&X=106840&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2500,NE,1,"1 (5, 1)",2
2000/01,3-Feb-01,VS,Ayer,Plat de la Lé / Zinal,http://map.geo.admin.ch/?Y=613170&X=106750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3000,E,1,"2 (8, 3)",2
2000/01,28-Jan-01,BE,Gsteig,Stierenberg,http://map.geo.admin.ch/?Y=587540&X=134950&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,N,1,"1 (3, 1)",3
2000/01,16-Jan-01,VS,Blitzingen,Täschehorn / Setzehorn,http://map.geo.admin.ch/?Y=655530&X=146940&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2990,SE,1,"1 (1, 1)",2
2000/01,13-Jan-01,GR,Celerina,Piz Padella / Samedan,http://map.geo.admin.ch/?Y=783650&X=156080&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2800,S,1,"1 (1, 1)",2
2000/01,13-Jan-01,VS,Chandolin,Arête des Ombrintses / Bella Tola,http://map.geo.admin.ch/?Y=614100&X=121230&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2560,WNW,2,"1 (1, 1)",2
2000/01,12-Nov-00,VS,Trient,Pte des Grands / Glacier des Berons,http://map.geo.admin.ch/?Y=565265&X=95050&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2920,N,2,"1 (2, 1)",3
2000/01,11-Nov-00,UR,Andermatt,Gemsstock,http://map.geo.admin.ch/?Y=689630&X=162030&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2840,WNW,2,"1 (3, 1)",3
1999/00,10-Sep-00,VS,Naters,Nesthorn,http://map.geo.admin.ch/?Y=637490&X=140340&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3800,NE,1,"2 (2, 0)",
1999/00,24-Apr-00,VS,Bourg Staint Pierre,Cabane du Velan,http://map.geo.admin.ch/?Y=585250&X=85425&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2415,NNW,1,"1 (3, 2)",3
1999/00,18-Apr-00,VS,Saas Fee,Plattjen / Mittaghorn,http://map.geo.admin.ch/?Y=638360&X=104270&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2580,NNW,3,"1 (6, 1)",3
1999/00,1-Mar-00,GR,Klosters Serneus,Pischahorn,http://map.geo.admin.ch/?Y=791410&X=187800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2970,W,1,"1 (1, 1)",2
1999/00,26-Feb-00,BE,Frutigen,Elsighorn / Achsetberg,http://map.geo.admin.ch/?Y=615170&X=153500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2190,NW,2,"1 (2, 1)",2
1999/00,21-Feb-00,GR,Davos,Mittelgrat / Meierhofertälli / Skigebiet Parsenn,http://map.geo.admin.ch/?Y=780970&X=189450&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2615,NE,2,"3 (6, 4)",3
1999/00,13-Feb-00,SG,Grabs,Alp Plisen / Chäserrugg,http://map.geo.admin.ch/?Y=743050&X=225450&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1800,N,2,"1 (1, 1)",2
1999/00,5-Feb-00,VS,Finhaut,Six Jeur / Châtelard,http://map.geo.admin.ch/?Y=561650&X=101900&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1940,E,1,"2 (3, 2)",2
1999/00,30-Jan-00,BE,Adelboden,Gilbachegge / Sillerenbühl,http://map.geo.admin.ch/?Y=606425&X=146940&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1930,ESE,2,"1 (3, 1)",4
1999/00,31-Dec-99,GR,Ardez,Murtera díArdez,http://map.geo.admin.ch/?Y=808675&X=186365&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2280,SE,1,"1 (2, 2)",3
1999/00,30-Dec-99,VS,Bourg St Pierre,LíHospitalet / Skigebiet Super Saint-Bernard,http://map.geo.admin.ch/?Y=580785&X=81806&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2200,WNW,1,"1 (17, 2)",3
1999/00,27-Dec-99,GR,Tschiertschen,Jakobihang / Skigebiet Gürgaletsch,http://map.geo.admin.ch/?Y=763875&X=185365&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2300,NE,3,"1 (1, 1)",3
1999/00,7-Nov-99,TI,Bedretto,Pizzo Rotondo,http://map.geo.admin.ch/?Y=678750&X=152090&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2930,S,1,"2 (2, 2)",
1998/99,3-Jul-99,BE,Guttannen,Lauteraarhorn / Südwand-Couloir,http://map.geo.admin.ch/?Y=653080&X=159200&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3880,S,1,"1 (1, 0)",
1998/99,28-Jun-99,UR,Spiringen,Clariden Nordwand / Urner Boden,http://map.geo.admin.ch/?Y=709000&X=189060&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3080,N,1,"2 (2, 2)",
1998/99,20-Apr-99,GR,Scuol,Mot dal Gajer / Val Stipa / S-charl,http://map.geo.admin.ch/?Y=821160&X=175620&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2750,NW,1,"1 (2, 1)",2
1998/99,14-Apr-99,GR,Susch,Piz Radönt / Flüelapass,http://map.geo.admin.ch/?Y=792610&X=177690&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3020,ENE,1,"1 (3, 0)",2
1998/99,9-Mar-99,GR,Pontresina,Diavolezza,http://map.geo.admin.ch/?Y=794200&X=143400&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2900,NNE,2,"1 (1, 1)",2
1998/99,23-Feb-99,UR,Silenen,Geisslaui / Widderlaui (Chli Wingällen - Egg - Maderanertal) / Golzern / Bristen,http://map.geo.admin.ch/?Y=697540&X=183240&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2750,S,4,"1 (1, 1)",5
1998/99,23-Feb-99,VS,Geschinen,Trützilawine / Trützi / Trützital / Geschinerbach,http://map.geo.admin.ch/?Y=662300&X=152000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2600,E,4,"1 (1, 1)",5
1998/99,21-Feb-99,VS,Evolène,Avalanche du Bréquet / Le Bréquet / Pte du Prélet - La Confraric,http://map.geo.admin.ch/?Y=608000&X=107400&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2900,WSW,4,"9 (9, 9)",4
1998/99,21-Feb-99,VS,Evolène,Avalanche des Maures / Torrent des Maures / Col de Torrent - Prés de Villa - Cretta Reinar,http://map.geo.admin.ch/?Y=607300&X=108550&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2900,WSW,3,"3 (4, 3)",4
1998/99,13-Feb-99,VS,Bagnes,Grand Combe / Les Fontanets / Les Ruinettes / Verbier,http://map.geo.admin.ch/?Y=585800&X=103750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2150,W,2,"1 (1, 1)",3
1998/99,11-Feb-99,GR,Davos,Leidbachmeder / Leidbach / Nüllisch Grat / Rinerhorn / Glaris,http://map.geo.admin.ch/?Y=780760&X=178330&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2280,WNW,2,"1 (2, 2)",4
1998/99,8-Feb-99,BE,Lauterbrunnen,Chläbischopflouena / Chläbischopflaui (Tschuggen / Schwarzes Band - In Gassen) / Wengen,http://map.geo.admin.ch/?Y=638850&X=161300&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2150,W,4,"2 (2, 2)",4
1998/99,7-Feb-99,GR,Lavin,Laviner da Gonda / Gonda-Lawine / Piz Chapisun - Inn,http://map.geo.admin.ch/?Y=804650&X=186025&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2840,SSE,3,"1 (4, 4)",4
1998/99,1-Feb-99,VS,Nendaz,Les Lués Rares / Col de la Mouche / Tortin / Skigebiet Mont Fort,http://map.geo.admin.ch/?Y=588800&X=105580&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2560,NE,2,"1 (6, 3)",3
1998/99,6-Jan-99,BE,Grindelwald,Inberg / Lauberhorn / Tschuggen / Kleine Scheidegg,http://map.geo.admin.ch/?Y=639620&X=160150&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2200,NE,1,"1 (1, 1)",2
1998/99,1-Jan-99,VS,Bourg St Pierre,Combe des Morts / Col du Gd St Bernard,http://map.geo.admin.ch/?Y=579830&X=80030&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2400,NE,1,"1 (4, 1)",3
1998/99,1-Jan-99,TI,Quinto,Pécian / Sulle Coste,http://map.geo.admin.ch/?Y=700750&X=153050&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2540,WSW,1,"1 (1, 1)",3
1998/99,27-Dec-98,VS,Trient,LíArolette / Croix de Fer,http://map.geo.admin.ch/?Y=563900&X=98225&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2240,N,2,"1 (1, 1)",2
1998/99,13-Dec-98,SZ,Morschach / Schwyz,Summerlaui / Jochli / Stooswald,http://map.geo.admin.ch/?Y=692300&X=203950&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1380,N,2,"1 (1, 0)",3
1998/99,12-Dec-98,VS,Saas Almagell,Meiggergrabe / Meiggertal / Mittaghorn,http://map.geo.admin.ch/?Y=639070&X=103500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2680,SE,1,"1 (2, 0)",2
1998/99,12-Dec-98,VS,Val díIlliez,Sur Gde Conche / Cuboré / Brochaux / Pte de Mossette,http://map.geo.admin.ch/?Y=551770&X=115000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2100,WNW,2,"1 (1, 1)",2
1998/99,10-Dec-98,VS,Evolène,Col de Riedmatten / Monts Rouges / Arolla,http://map.geo.admin.ch/?Y=599540&X=96500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2980,ESE,1,"1 (1, 1)",2
1998/99,4-Oct-98,BE,Reichenbach im Kandertal,Morgenhorn - Gamchigletscher,http://map.geo.admin.ch/?Y=627150&X=149420&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3600,N,1,"2 (2, 1)",
1997/98,20-Apr-98,GR,Samedan,Il Chapütschin,http://map.geo.admin.ch/?Y=783400&X=139750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2950,ENE,1,"1 (1, 1)",2
1997/98,30-Mar-98,SZ,Unteriberg,Schwarzstock,http://map.geo.admin.ch/?Y=704550&X=210630&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1450,SW,1,"1 (1, 1)",2
1997/98,18-Mar-98,GR,Mulegns,Piz Platta,http://map.geo.admin.ch/?Y=763050&X=150440&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3300,S,1,"2 (4, 0)",2
1997/98,26-Jan-98,GR,Lantsch Lenz,Pizza Naira / Parpaner Rothorn,http://map.geo.admin.ch/?Y=766060&X=177480&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2800,WNW,2,"1 (1, 1)",2
1997/98,25-Jan-98,VS,Hérémence,Glacier de Tsena Réfien / Pigne díArolla,http://map.geo.admin.ch/?Y=6e+05&X=94380&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3300,NNW,1,"1 (6, 3)",2
1997/98,21-Jan-98,FR,Charmey,Laubspitz - Litefret / Vallée-de-la-Mort / Jaunpass,http://map.geo.admin.ch/?Y=583500&X=162100&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1620,WNW,3,"1 (1, 1)",4
